"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"49085037";"Помещение";"78:10:0005549";53,7;"Договор купли-продажи";"01.2016";"01.2016";1100000,00;20484,17;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Гражданский";"11";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6462114128
"56514032";"Помещение";"78:11:0006081";44,9;"Договор купли-продажи";"12.2015";"01.2016";1100000,00;24498,89;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Блюхера";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6462117080
"11217389032";"Помещение";"78:11:0005608";79,4;"Договор купли-продажи";"12.2015";"01.2016";3917180,00;49334,76;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40278561000";"Г.Санкт-Петербург";;;;"Муринская";"13";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6462117262
"10199966033";"Помещение";"78:06:0002102";745;"Договор купли-продажи";"12.2015";"01.2016";460000,00;617,45;"12/568";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Косая";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6462118955
"155215035";"Помещение";"78:40:0008307";38,7;"Договор купли-продажи";"12.2015";"01.2016";2500000,00;64599,48;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Захарова";"10";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6462123694
"56514032";"Помещение";"78:11:0006081";44,9;"Договор купли-продажи";"12.2015";"01.2016";1100000,00;24498,89;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Блюхера";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6462127813
"10324983035";"Помещение";"78:40:0008391";72,3;"Договор купли-продажи";"01.2016";"01.2016";1100000,00;15214,38;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ленинский";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6462134172
"10641218038";"Помещение";"78:34:0004152";40,9;"Договор купли-продажи";"12.2015";"01.2016";3000000,00;73349,63;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Богатырский";"14";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6462139335
"11856277038";"Помещение";"78:34:0004232";175,2;"Договор купли-продажи";"12.2015";"01.2016";2500000,00;14269,41;;"Жилое помещение";;;;"Ипотека";;"квартира";"40270567000";"Г.Санкт-Петербург";;;;"Щербакова";"1-3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6462140962
"49320037";"Помещение";"78:10:0005554";45;"Договор купли-продажи";"12.2015";"01.2016";1330000,00;29555,56;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Гражданский";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1998";"Не указан";"Не указан";"Сделка";6462142115
