"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"50314037";"Помещение";"78:10:0005549";31,1;"Договор купли-продажи";"05.2016";"05.2016";2350000,00;75562,70;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Гражданский";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6472521386
"699633039";"Помещение";"78:36:0005530";74,7;"Договор купли-продажи";"05.2016";"05.2016";888000,00;11887,55;"9/49";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Луначарского";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6472521389
"141890041";"Помещение";"78:15:0843301";42;"Договор купли-продажи";"05.2016";"05.2016";2500000,00;59523,81;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ветеранов";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6472521390
"112958040";"Помещение";"78:12:0634301";47,6;"Договор купли-продажи";"05.2016";"05.2016";2000000,00;42016,81;"1/2";"Жилое помещение";;;;"Ипотека";30,83;"Квартира";"40285565000";"Г.Санкт-Петербург";;;;"Народная";"9";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6472521394
"11065424038";"Помещение";"78:34:0410902";67,5;"Договор купли-продажи";"04.2016";"05.2016";2400000,00;35555,56;"1/6";"Жилое помещение";;;;"Ипотека";;"Квартира";"40270564000";"Г.Санкт-Петербург";;;;"Котельникова";"1";6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6472521395
"108090032";"Помещение";"78:11:0006105";45,5;"Договор купли-продажи";"04.2016";"05.2016";1934946,32;42526,29;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Наставников";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6472521403
"194733040";"Помещение";"78:12:0006342";80;"Договор купли-продажи";"05.2016";"05.2016";2800000,00;35000,00;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Дальневосточный";"9";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6472521406
"176381036";"Помещение";"78:13:0007448";40,6;"Договор купли-продажи";"05.2016";"05.2016";1400000,00;34482,76;;"Жилое помещение";;;;"Ипотека";18,6;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Бухарестская";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6472521411
"64971037";"Помещение";"78:10:0005212";44,7;"Договор купли-продажи";"05.2016";"05.2016";1819084,00;40695,39;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Гражданский";"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6472521415
"59712032";"Помещение";"78:11:0006078";40,9;"Договор купли-продажи";"05.2016";"05.2016";2025000,00;49511,00;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Блюхера";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6472521417
