"Номер объекта","Вид объекта недвижимости","Кадастровый квартал","Площадь, кв.м.","Тип сделки","Дата сделки","Дата регистрации/ предложения","Цена сделки/ предложения, руб.","Удельная цена сделки/ предложения, руб./кв.м.","Доля в праве на объект недвижимости","Назначение/Категория земель","Разрешенное использование","Количество надземных этажей","Подземная этажность","Ограничения (обременения) вещных прав","Жилая площадь, кв.м.","Наименование","ОКАТО","Субъект","Район","Город","Населенный пункт","Улица","Номер  этажа","Количество объектов в сделке","Источник данных","Организация","Материал наружных стен","Год ввода в эксплуатацию","Год завершения строительства","Вид жилого помещения в многоквартирном доме","Тип информации","Идентификатор записи"
"114337036","Помещение","78:13:0007411",74,2,"Договор купли-продажи","02.2013","02.2013",1200000,00,16172,51,"10/55","Жилое помещение",,,,"Без обременения",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Турку","8",1,"Из учетных систем Росреестра","Росреестр","Не указан","2002","Не указан","Не указан","Сделка",6454109788
"101134851004","Помещение","78:38:1113201",34,5,"Договор купли-продажи","03.2012","12.2013",1897500,00,55000,00,,"Жилое помещение",,,,"Без обременения",,"Квартира","40281520000","Г.Санкт-Петербург",,"Сестрорецк",,,"16",1,"Из учетных систем Росреестра","Росреестр","Не указан","2012","Не указан","Не указан","Сделка",6454109901
"51242034","Помещение","78:14:0007553",41,7,"Договор купли-продажи","10.2013","10.2013",549000,00,13165,47,"1/10","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Костюшко","1",4,"Из учетных систем Росреестра","Росреестр","Не указан","2000","Не указан","Не указан","Сделка",6454110095
"11040398039","Помещение","78:36:0005509",60,"Договор купли-продажи","02.2013","04.2013",4597320,00,76622,00,,"Жилое помещение",,,,"Без обременения",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Композиторов","10",1,"Из учетных систем Росреестра","Росреестр","Не указан","2013","Не указан","Не указан","Сделка",6454110195
"10964276039","Помещение","78:36:0005531",49,4,"Договор купли-продажи","03.2013","03.2013",2100000,00,42510,12,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Художников","8",1,"Из учетных систем Росреестра","Росреестр","Не указан","2012","Не указан","Не указан","Сделка",6454110200
"134584035","Помещение","78:40:0830402",78,8,"Договор купли-продажи","12.2013","01.2014",2750000,00,34898,48,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,,"12",2,"Из учетных систем Росреестра","Росреестр","Не указан","2014","Не указан","Не указан","Сделка",6454110233
"743847039","Помещение","78:36:0551101",38,6,"Договор купли-продажи","11.2013","12.2013",3200000,00,82901,55,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,,"15",2,"Из учетных систем Росреестра","Росреестр","Не указан","2008","Не указан","Не указан","Сделка",6454110302
"138771036","Помещение","78:13:0007417",44,8,"Договор купли-продажи","01.2013","01.2013",49000,00,1093,75,"1/900","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,"Ленинград","Белы Куна","4",1,"Из учетных систем Росреестра","Росреестр","Не указан","2005","Не указан","Не указан","Сделка",6454113349
"57164036","Помещение","78:13:0007434",44,2,"Договор купли-продажи","11.2013","11.2013",2700000,00,61085,97,"1/3","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Загребский","9",2,"Из учетных систем Росреестра","Росреестр","Не указан","2006","Не указан","Не указан","Сделка",6454113401
"1754002","Здание","78:37:1710203",349,5,"Договор купли-продажи","02.2013","04.2013",10524000,00,30111,59,,"Нежилое здание",,"1",,"Ипотека",,"туберкулезный диспансер","40277501000","Г.Санкт-Петербург",,"Колпино",,,,1,"Из учетных систем Росреестра","Росреестр","Не указан","1999","Не указан","Не указан","Сделка",6454113438
"6580035","Здание","78:40:0008632",73,2,"Договор купли-продажи","10.2013","11.2013",100000,00,1366,12,"1/16","Жилое помещение",,"1",,"Ипотека",,"Жилой дом","40298566000","Г.Санкт-Петербург",,,,"Социалистическая",,2,"Из учетных систем Росреестра","Росреестр","Не указан","2004","Не указан","Не указан","Сделка",6454113635
"10367437035","Помещение","78:40:0850110",45,9,"Договор купли-продажи","04.2013","05.2013",777200,76,16932,48,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,,"4",1,"Из учетных систем Росреестра","Росреестр","Не указан","2012","Не указан","Не указан","Сделка",6454113797
"78015030","Помещение","78:32:0001296",75,6,"Договор купли-продажи","12.2013","12.2013",6300000,00,83333,33,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Канала Грибоедова","3",1,"Из учетных систем Росреестра","Росреестр","Не указан","2013","Не указан","Не указан","Сделка",6454113805
"105736042","Помещение","78:31:0001022",69,7,"Договор купли-продажи","12.2012","01.2013",1000000,00,14347,20,"16/50","Жилое помещение",,,,"Ипотека",,"Квартира","40298563000","Г.Санкт-Петербург",,,,"Кутузова","3",1,"Из учетных систем Росреестра","Росреестр","Не указан","2005","Не указан","Не указан","Сделка",6454113872
"147526040","Помещение","78:12:0007204",38,1,"Договор купли-продажи","04.2013","05.2013",2200000,00,57742,78,,"Жилое помещение",,,,"Ипотека",,"Квартира","40285564000","Г.Санкт-Петербург",,,,"Рыбацкий","12",1,"Из учетных систем Росреестра","Росреестр","Не указан","2008","Не указан","Не указан","Сделка",6454113979
"75036032","Помещение","78:11:0611401",71,"Договор купли-продажи","08.2013","08.2013",600000,00,8450,70,,"Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Ириновский","9",2,"Из учетных систем Росреестра","Росреестр","Не указан","2009","Не указан","Не указан","Сделка",6454114045
"602019039","Помещение","78:36:0005524",32,4,"Договор купли-продажи","01.2013","02.2013",307619,00,9494,41,"1/2","Жилое помещение",,,,"Без обременения",,"Квартира","40265564000","Г.Санкт-Петербург",,,,"Руднева","3",1,"Из учетных систем Росреестра","Росреестр","Не указан","2011","Не указан","Не указан","Сделка",6454114166
"248912038","Помещение","78:34:0004234",112,6,"Договор купли-продажи","08.2013","08.2013",4800000,00,42628,77,,"Жилое помещение",,,,"Ипотека",68,9,"Квартира","40270567000","Г.Санкт-Петербург",,,,"Рябиновая","3",1,"Из учетных систем Росреестра","Росреестр","Не указан","2008","Не указан","Не указан","Сделка",6454114225
