"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"83655035";"Помещение";"78:40:0008459";60,4;"Договор купли-продажи";"03.2016";"04.2016";800000,00;13245,03;"17/43";"Жилое помещение";;;;"Ипотека";43,4;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Народного Ополчения";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6470654461
"11608613040";"Помещение";"78:12:0007160";69,2;"Договор купли-продажи";"02.2016";"04.2016";3539886,00;51154,42;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40285563000";"Г.Санкт-Петербург";;;;"1-й Рабфаковский";"3";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654481
"147334038";"Помещение";"78:34:0413301";49,2;"Договор купли-продажи";"03.2016";"04.2016";1800000,00;36585,37;;"Жилое помещение";;;;"Ипотека";29,1;"Квартира";"40270565000";"Г.Санкт-Петербург";;;;"Ильюшина";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6470654489
"613755039";"Помещение";"78:36:0005364";31,5;"Договор купли-продажи";"04.2016";"04.2016";2300000,00;73015,87;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Тихорецкий";"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6470654490
"46458030";"Помещение";"78:32:0001609";77;"Договор купли-продажи";"03.2016";"04.2016";553000,00;7181,82;"19/54";"Жилое помещение";;;;"Ипотека";;"Четырехкомнатная квартира";"40000000000";"Г.Санкт-Петербург";;;;"Реки Фонтанки";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6470654495
"11398951035";"Помещение";"78:40:0008339";24,1;"Договор купли-продажи";"03.2016";"04.2016";2047500,00;84958,51;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"7";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654497
"41302004";"Помещение";"78:38:0011105";42,3;"Договор купли-продажи";"04.2016";"04.2016";2250000,00;53191,49;;"Жилое помещение";;;;"Ипотека";27,9;"Квартира";"40281520000";"Г.Санкт-Петербург";;"Сестрорецк";;;"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6470654510
"10811803040";"Помещение";"78:12:0006323";74,4;"Договор купли-продажи";"03.2016";"04.2016";1750000,00;23521,51;"1/4";"Жилое помещение";;;;"Ипотека";;"Квартира";"40285569000";"Г.Санкт-Петербург";;;;"Латышских Стрелков";"1";4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6470654530
"12225387039";"Помещение";"78:36:0005508";34,5;"Договор купли-продажи";"03.2016";"04.2016";780000,00;22608,70;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"17";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654532
"646890039";"Помещение";"78:36:0005515";32,8;"Договор купли-продажи";"03.2016";"04.2016";1500000,00;45731,71;;"Жилое помещение";;;;"Ипотека";17,6;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Энгельса";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6470654533
"209737037";"Помещение";"78:10:0553801";182;"Договор купли-продажи";"03.2016";"04.2016";1000000,00;5494,51;"18/121";"Жилое помещение";;;;"Ипотека";121,3;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Демьяна Бедного";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6470654537
"10876323042";"Помещение";"78:31:0151502";70,5;"Договор купли-продажи";"03.2016";"04.2016";6867160,00;97406,52;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40298565000";"Г.Санкт-Петербург";;;;"Кременчугская";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654547
"147002032";"Помещение";"78:11:0006057";363,2;"Договор купли-продажи";"03.2016";"04.2016";283591,80;780,81;"8/240";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Среднеохтинский";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6470654548
"46575033";"Помещение";"78:06:0002202";64,2;"Договор купли-продажи";"04.2016";"04.2016";1750000,00;27258,57;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Кораблестроителей";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6470654558
"87776031";"Помещение";"78:07:0003074";222;"Договор купли-продажи";"03.2016";"04.2016";818000,00;3684,68;"101/1417";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Каменноостровский";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6470654561
"136008034";"Помещение";"78:14:0767804";30,1;"Договор купли-продажи";"04.2016";"04.2016";2000000,00;66445,18;;"Жилое помещение";;;;"Ипотека";15;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Витебский";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6470654580
"46575033";"Помещение";"78:06:0002202";64,2;"Договор купли-продажи";"04.2016";"04.2016";1750000,00;27258,57;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Кораблестроителей";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6470654583
"11606797040";"Помещение";"78:12:0007160";68,6;"Договор купли-продажи";"02.2016";"04.2016";3498126,00;50993,09;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40285563000";"Г.Санкт-Петербург";;;;"1-й Рабфаковский";"2";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654585
"110248037";"Помещение";"78:10:0005169";42;"Договор купли-продажи";"04.2016";"04.2016";3600000,00;85714,29;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6470654586
"10172959006";"Помещение";"78:42:1832202";32,6;"Договор купли-продажи";"03.2016";"04.2016";1920000,00;58895,71;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";;"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6470654592
"672022039";"Помещение";"78:36:0005502";50,4;"Договор купли-продажи";"04.2016";"04.2016";1700000,00;33730,16;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"7";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6470654593
"11127969038";"Помещение";"78:34:0410303";26,2;"Договор купли-продажи";"03.2016";"04.2016";1217283,00;46461,18;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40270565000";"Г.Санкт-Петербург";;;;"Полевая Сабировская";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654627
"70001030";"Помещение";"78:32:0001067";82;"Договор купли-продажи";"04.2016";"04.2016";1081000,00;13182,93;"16/57";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Крюкова канала";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6470654628
"132507032";"Помещение";"78:11:0006040";50,6;"Договор купли-продажи";"04.2016";"04.2016";3200000,00;63241,11;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6470654635
"631993039";"Помещение";"78:36:0005525";61,5;"Договор купли-продажи";"04.2016";"04.2016";4150000,00;67479,67;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Художников";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6470654638
"71471030";"Помещение";"78:32:0001154";95,4;"Договор купли-продажи";"03.2016";"04.2016";4388000,00;45995,81;;"Жилое помещение";;;;"Ипотека";67,3;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Лермонтовский";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6470654639
"11598167040";"Помещение";"78:12:0007201";40,4;"Договор купли-продажи";"04.2016";"04.2016";2200000,00;54455,45;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Обуховской Обороны";"16";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6470654641
"34920037";"Помещение";"78:10:0005212";42,3;"Договор купли-продажи";"03.2016";"04.2016";850000,00;20094,56;"9/15";"Жилое помещение";;;;"Ипотека";;"Квартира";"40273562000";"Г.Санкт-Петербург";;;;"Вавиловых";"1";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6470654665
