"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"658978039";"Помещение";"78:36:0005530";58,5;"Договор купли-продажи";"12.2016";"12.2016";1500000,00;25641,03;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40265563000";"Г.Санкт-Петербург";;;;"Учебный";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6485299786
"715627039";"Помещение";"78:36:0005522";122;"Договор купли-продажи";"12.2016";"12.2016";600000,00;4918,03;"13/76";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Придорожная";"10";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6485299787
"64105032";"Помещение";"78:11:0006030";47,5;"Договор купли-продажи";"12.2016";"12.2016";3950000,00;83157,89;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40278563000";"Г.Санкт-Петербург";;;;"Громова";"10";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6485299789
"10535120038";"Помещение";"78:34:0412102";95,3;"Договор купли-продажи";"12.2016";"12.2016";4000000,00;41972,72;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Парашютная";"13";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6485299791
"76860002";"Помещение";"78:37:1710203";41,5;"Договор купли-продажи";"11.2016";"12.2016";2058000,00;49590,36;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;"Володарского";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6485299796
"47933034";"Помещение";"78:14:0007681";30,8;"Договор купли-продажи";"11.2016";"12.2016";1930000,00;62662,34;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Космонавтов";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6485299798
"87348035";"Помещение";"78:40:0008455";43,5;"Договор купли-продажи";"12.2016";"12.2016";2000000,00;45977,01;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40279564000";"Г.Санкт-Петербург";;;;"Партизана Германа";"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6485299807
"101141306004";"Здание";"78:38:0022101";347,9;"Договор купли-продажи";"11.2016";"12.2016";38500000,00;110663,98;;"Нежилое здание";;"2";;"Ипотека";;"Дачный дом";"40281555000";"Г.Санкт-Петербург";;;"Репино";"2-й Балтийский";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6485299809
"10522758038";"Помещение";"78:34:0004286";98,6;"Договор купли-продажи";"12.2016";"12.2016";5500000,00;55780,93;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Планерная";"24";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6485299823
"514431000";"Помещение";"78:40:0008339";56,9;"Договор купли-продажи";"12.2016";"12.2016";1300000,00;22847,10;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"16";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6485299841
"139263040";"Помещение";"78:12:0007137";62,7;"Договор купли-продажи";"12.2016";"12.2016";3700000,00;59011,16;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40285562000";"Г.Санкт-Петербург";;;;"Полярников";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6485299842
"56338032";"Помещение";"78:11:0006081";58,6;"Договор купли-продажи";"12.2016";"12.2016";3451000,00;58890,79;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Блюхера";"6";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6485299844
"66481036";"Помещение";"78:13:0007433";58,8;"Договор купли-продажи";"12.2016";"12.2016";4777000,00;81241,50;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Купчинская";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6485299849
"241436000";"Помещение";"78:14:0007517";74;"Договор купли-продажи";"12.2016";"12.2016";7666941,00;103607,31;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40284561000";"Г.Санкт-Петербург";;;;"Заставская";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6485299854
"10388204002";"Помещение";"78:37:1712601";46,4;"Договор купли-продажи";"07.2014";"12.2016";1655528,00;35679,48;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;;"7";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6485299858
"104156034";"Помещение";"78:14:0007544";42,7;"Договор купли-продажи";"02.2016";"02.2016";1850000,00;43325,53;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Варшавская";"1";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6485299860
"53627040";"Помещение";"78:12:0006310";57,9;"Договор купли-продажи";"12.2016";"12.2016";2937000,00;50725,39;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Искровский";"9";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6485299863
"10522709038";"Помещение";"78:34:0004286";96,3;"Договор купли-продажи";"12.2016";"12.2016";500000,00;5192,11;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Планерная";"13";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6485299872
"163684034";"Помещение";"78:14:0007680";198,7;"Договор купли-продажи";"10.2016";"12.2016";28000000,00;140915,95;;"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Космонавтов";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6485299880
"10700582034";"Помещение";"78:14:0007610";87,4;"Договор купли-продажи";"04.2016";"04.2016";4580576,00;52409,34;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Варшавская";"13";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6485299881
"496692000";"Помещение";"78:40:0008339";46;"Договор купли-продажи";"12.2016";"12.2016";4126450,00;89705,43;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40279562000";"Г.Санкт-Петербург";;;;;"13";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6485299890
"50659032";"Помещение";"78:11:0006110";70,5;"Договор купли-продажи";"12.2016";"12.2016";800000,00;11347,52;"51/70";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Энтузиастов";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6485299903
"30279041";"Помещение";"78:15:0008214";81,6;"Договор купли-продажи";"12.2016";"12.2016";1000000,00;12254,90;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40276564000";"Г.Санкт-Петербург";;;;"Возрождения";"4";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6485299917
"71989002";"Помещение";"78:37:0017114";73,7;"Договор купли-продажи";"12.2016";"12.2016";1600000,00;21709,63;"1/4";"Жилое помещение";;;;"Ипотека";;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;"Трудящихся";"5";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6485299926
"46725034";"Помещение";"78:14:0007681";30,7;"Договор купли-продажи";"10.2013";"12.2016";2200000,00;71661,24;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Космонавтов";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6485299927
"11368365041";"Помещение";"78:15:0843402";139,2;"Договор купли-продажи";"12.2016";"12.2016";7840000,00;56321,84;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Жукова";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6485299928
"10456008006";"Земельный участок";"78:42:0015105";232438;"Договор купли-продажи";"11.2016";"12.2016";750000000,00;3226,67;;"Земли населенных пунктов";;;;"Ипотека";;;"40294559000";"Г.Санкт-Петербург";;;"Шушары";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6485299930
"130472037";"Помещение";"78:10:0522301";44,5;"Договор купли-продажи";"12.2016";"12.2016";1540000,00;34606,74;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Руставели";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6485299933
