"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"636409039";"Помещение";"78:36:0005366";30,6;"Договор купли-продажи";"05.2016";"06.2016";1211880,51;39603,94;;"Жилое помещение";;;;"Ипотека";16;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6473165396
"172019000";"Помещение";"78:34:0004281";10694,1;"Договор купли-продажи";"04.2016";"06.2016";1000000000,00;93509,51;"1/256";"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Парашютная";"1, этаж подвальный";21;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6473165397
"236561038";"Помещение";"78:34:0004231";82,7;"Договор купли-продажи";"05.2016";"06.2016";2100000,00;25392,99;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40270567000";"Г.Санкт-Петербург";;;;"Новоколомяжский";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6473165415
"10348421041";"Помещение";"78:15:0000000";38,5;"Договор купли-продажи";"06.2016";"06.2016";417984,00;10856,73;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40276565000";"Г.Санкт-Петербург";;;;"Гладкова";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6473165435
"143349041";"Помещение";"78:15:0843302";52,7;"Договор купли-продажи";"05.2016";"06.2016";4800000,00;91081,59;;"Жилое помещение";;;;"Ипотека";30,39;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ветеранов";"12";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6473165438
"61057030";"Помещение";"78:32:0001059";87,7;"Договор купли-продажи";"05.2016";"06.2016";1300000,00;14823,26;"1/2";"Жилое помещение";;;;"Ипотека";50,2;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1998";"Не указан";"Не указан";"Сделка";6473165442
"582351039";"Помещение";"78:36:0005305";59,8;"Договор купли-продажи";"06.2016";"06.2016";4200000,00;70234,11;;"Жилое помещение";;;;"Ипотека";32,7;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Большой Сампсониевский";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6473165452
"188124040";"Помещение";"78:12:0712601";67,4;"Договор купли-продажи";"06.2016";"06.2016";1600000,00;23738,87;;"Жилое помещение";;;;"Ипотека";42,9;"Квартира";"40285562000";"Г.Санкт-Петербург";;;;"Цимбалина";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6473165466
"12221506039";"Помещение";"78:36:0013101";75,2;"Договор купли-продажи";"05.2016";"06.2016";1800000,00;23936,17;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40265558000";"Г.Санкт-Петербург";;;;"Фёдора Абрамова";"22";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6473165468
"88339041";"Помещение";"78:15:0008205";54,2;"Договор купли-продажи";"05.2016";"06.2016";2100000,00;38745,39;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6473165470
"128120041";"Помещение";"78:15:0843601";59,9;"Договор купли-продажи";"05.2016";"06.2016";2650000,00;44240,40;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Дачный";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6473165472
"10914456040";"Помещение";"78:12:0006355";33,3;"Договор купли-продажи";"05.2016";"06.2016";1700000,00;51051,05;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"12";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6473165473
