"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"30291004";"Помещение";"78:38:0022448";48,7;"Договор купли-продажи";"09.2016";"09.2016";433026,00;8891,70;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40281509000";"Г.Санкт-Петербург";;"Зеленогорск";;"Комсомольская";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6476899281
"351117000";"Помещение";"78:13:0007420";60,6;"Договор купли-продажи";"09.2016";"09.2016";4000000,00;66006,60;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Южное";"6";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6476899283
"11595011040";"Помещение";"78:12:0006355";39,9;"Договор купли-продажи";"09.2016";"09.2016";2681000,00;67192,98;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"12";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6476899286
"79069006";"Помещение";"78:42:0018309";47,4;"Договор купли-продажи";"09.2016";"09.2016";1935000,00;40822,78;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";"Детскосельский";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6476899294
"68190038";"Помещение";"78:34:0412501";46,1;"Договор купли-продажи";"09.2016";"09.2016";3995000,00;86659,44;;"Жилое помещение";;;;"Ипотека";28,9;"Квартира";"40270565000";"Г.Санкт-Петербург";;;;"Ольховая";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6476899310
"693176039";"Помещение";"78:36:0005361";118,7;"Договор купли-продажи";"04.2016";"04.2016";2350000,00;19797,81;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40265562000";"Г.Санкт-Петербург";;;;"Курчатова";"6";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6476899319
"78294036";"Помещение";"78:13:0007448";34,7;"Договор купли-продажи";"09.2016";"09.2016";1700000,00;48991,35;;"Жилое помещение";;;;"Ипотека";16;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Олеко Дундича";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6476899324
"54108042";"Помещение";"78:31:0001131";34,7;"Договор купли-продажи";"09.2016";"09.2016";2250000,00;64841,50;"1/10";"Жилое помещение";;;;"Ипотека";18,5;"Квартира";"40298566000";"Г.Санкт-Петербург";;;;"Пушкинская";"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6476899325
"165678034";"Помещение";"78:14:0007693";67;"Договор купли-продажи";"09.2016";"09.2016";5355000,00;79925,37;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Дунайский";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6476899334
"230636038";"Помещение";"78:34:0004161";89,9;"Договор дарения";"12.2013";"09.2016";6000000,00;66740,82;"3/8";"Жилое помещение";;;;"Ипотека";64,5;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Савушкина";"15";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6476899375
