"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"84167002";"Помещение";"78:37:0017415";36,2;"Договор купли-продажи";"10.2016";"10.2016";2632000,00;72707,18;"2/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40277551000";"Г.Санкт-Петербург";;;"Металлострой";"Школьная";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6477280332
"92444040";"Помещение";"78:12:0007144";57,6;"Договор купли-продажи";"09.2016";"10.2016";3059000,00;53107,64;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Красных Зорь";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6477280339
"108001040";"Помещение";"78:12:0006323";71,7;"Договор купли-продажи";"10.2016";"10.2016";2000000,00;27894,00;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6477280342
"46396006";"Помещение";"78:42:1811101";40,4;"Договор купли-продажи";"09.2016";"10.2016";2167750,00;53657,18;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40294501000";"Г.Санкт-Петербург";;"Пушкин";;"Магазейная";"1";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6477280374
"91154038";"Помещение";"78:34:0416002";36,8;"Договор купли-продажи";"02.2016";"03.2016";2000000,00;54347,83;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Савушкина";"14";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6477280384
"75595030";"Помещение";"78:32:0001640";49,1;"Договор купли-продажи";"09.2016";"10.2016";1190000,00;24236,25;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40262565000";"Г.Санкт-Петербург";;;;"Троицкий";"5";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6477280386
"11206365032";"Помещение";"78:11:0006062";58,8;"Договор купли-продажи";"10.2016";"10.2016";1700000,00;28911,56;"1/4";"Жилое помещение";;;;"Ипотека";;"квартира";"40278562000";"Г.Санкт-Петербург";;;;"Тарасова";"3";4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6477280432
"172019000";"Помещение";"78:34:0004281";10694,1;"Договор купли-продажи";"04.2016";"06.2016";155200000,00;14512,68;"1/256";"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Парашютная";"1, этаж подвальный";21;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6477280477
"99003033";"Помещение";"78:06:0002208";195;"Договор купли-продажи";"10.2016";"10.2016";896000,00;4594,87;"13/120";"Жилое помещение";;;;"Ипотека";;"Квартира";"40263563000";"Г.Санкт-Петербург";;;;"Гаванская";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6477280515
"46396006";"Помещение";"78:42:1811101";40,4;"Договор купли-продажи";"09.2016";"10.2016";2167750,00;53657,18;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40294501000";"Г.Санкт-Петербург";;"Пушкин";;"Магазейная";"1";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6477280521
"172019000";"Помещение";"78:34:0004281";10694,1;"Договор купли-продажи";"04.2016";"06.2016";155200000,00;14512,68;"1/256";"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Парашютная";"1, этаж подвальный";21;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6477280522
"100901037";"Помещение";"78:10:0005555";45,8;"Договор купли-продажи";"09.2016";"10.2016";2600000,00;56768,56;;"Жилое помещение";;;;"Ипотека";28,7;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Луначарского";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6477280544
"75595030";"Помещение";"78:32:0001640";49,1;"Договор купли-продажи";"09.2016";"10.2016";1190000,00;24236,25;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40262565000";"Г.Санкт-Петербург";;;;"Троицкий";"5";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6477280553
"172019000";"Помещение";"78:34:0004281";10694,1;"Договор купли-продажи";"04.2016";"06.2016";1000000000,00;93509,51;"1/256";"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Парашютная";"1, этаж подвальный";21;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6477280562
"46396006";"Помещение";"78:42:1811101";40,4;"Договор купли-продажи";"09.2016";"10.2016";2167750,00;53657,18;"1/3";"Жилое помещение";;;;"Ипотека";;"Квартира";"40294501000";"Г.Санкт-Петербург";;"Пушкин";;"Магазейная";"1";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6477280635
"118628040";"Помещение";"78:12:0634301";61,7;"Договор купли-продажи";"09.2016";"10.2016";471700,00;7645,06;"16/44";"Жилое помещение";;;;"Ипотека";;"Квартира";"40285565000";"Г.Санкт-Петербург";;;;"Новосёлов";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6477280638
