"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"55333002";"Помещение";"78:37:0017116";56,5;"Договор купли-продажи";"05.2016";"06.2016";3250000,00;57522,12;;"Жилое помещение";;;;"Ипотека";38,5;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;"Октябрьская";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6472650500
"69150002";"Помещение";"78:37:1720105";32;"Договор купли-продажи";"05.2016";"06.2016";2250000,00;70312,50;;"Жилое помещение";;;;"Ипотека";19,7;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;"Тосненский";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6472650503
"186506000";"Помещение";"78:10:0005125";39,1;"Договор купли-продажи";"05.2016";"05.2016";3950000,00;101023,02;"1/5";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"8";5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6472650504
"60828030";"Помещение";"78:32:0001670";146,3;"Договор купли-продажи";"05.2016";"05.2016";560000,00;3827,75;"22/107";"Жилое помещение";;;;"Ипотека";;"Квартира";"40262565000";"Г.Санкт-Петербург";;;;"Егорова";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6472650506
"633489039";"Помещение";"78:36:0005523";57,6;"Договор купли-продажи";"05.2016";"06.2016";3479665,00;60410,85;;"Жилое помещение";;;;"Ипотека";39,2;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Художников";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6472650507
"143989032";"Помещение";"78:11:0005606";40;"Договор купли-продажи";"04.2016";"05.2016";600000,00;15000,00;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Пискарёвский";"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6472650512
"10181055006";"Помещение";"78:42:0015106";56,4;"Договор купли-продажи";"05.2016";"06.2016";1495879,00;26522,68;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";"Окуловская";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6472650518
"106711038";"Помещение";"78:34:0413201";52,3;"Договор купли-продажи";"05.2016";"06.2016";3300000,00;63097,51;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Стародеревенская";"12";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6472650520
"115922034";"Помещение";"78:14:0007520";61,8;"Договор купли-продажи";"05.2016";"05.2016";736000,00;11909,39;"113/383";"Жилое помещение";;;;"Ипотека";38,3;"Квартира";"40284561000";"Г.Санкт-Петербург";;;;"Смоленская";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6472650530
"12212219039";"Помещение";"78:36:0013101";35,2;"Договор купли-продажи";"05.2016";"06.2016";1518000,00;43125,00;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Парголово";;"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6472650532
