"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"54212041";"Помещение";"78:15:0843201";62,6;"Договор купли-продажи";"07.2016";"08.2016";400000,00;6389,78;"13/43";"Жилое помещение";;;;"Ипотека";;"Квартира";"40276563000";"Г.Санкт-Петербург";;;;"Лёни Голикова";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480052
"637887039";"Помещение";"78:36:0535101";56,9;"Договор купли-продажи";"08.2016";"08.2016";1100000,00;19332,16;"15/36";"Жилое помещение";;;;"Ипотека";;"Квартира";"40265562000";"Г.Санкт-Петербург";;;;"2-й Муринский";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6475480057
"147782032";"Помещение";"78:11:0006110";2871;"Договор купли-продажи";"02.2014";"08.2016";140000000,00;48763,50;;"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Индустриальный";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6475480059
"54212041";"Помещение";"78:15:0843201";62,6;"Договор купли-продажи";"07.2016";"08.2016";400000,00;6389,78;"13/43";"Жилое помещение";;;;"Ипотека";;"Квартира";"40276563000";"Г.Санкт-Петербург";;;;"Лёни Голикова";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480063
"83492035";"Помещение";"78:40:0008459";65,6;"Договор купли-продажи";"08.2016";"08.2016";800000,00;12195,12;"13/48";"Жилое помещение";;;;"Ипотека";48,3;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Народного Ополчения";"7";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480074
"96084038";"Помещение";"78:34:0004105";65,1;"Договор купли-продажи";"08.2016";"08.2016";4250000,00;65284,18;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40270564000";"Г.Санкт-Петербург";;;;"Серебристый";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480075
"147853036";"Помещение";"78:13:0007410";44,8;"Договор купли-продажи";"08.2016";"08.2016";2700000,00;60267,86;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Будапештская";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480077
"10716145034";"Помещение";"78:14:0007691";54,8;"Договор купли-продажи";"07.2016";"08.2016";488000,00;8905,11;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Дунайский";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6475480080
"66351030";"Помещение";"78:32:0001678";81,2;"Договор купли-продажи";"08.2016";"08.2016";900000,00;11083,74;"15/50";"Жилое помещение";;;;"Ипотека";;"Квартира";"40262565000";"Г.Санкт-Петербург";;;;"7-я Красноармейская";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480081
"10414195035";"Помещение";"78:40:0008391";38,2;"Договор купли-продажи";"08.2016";"08.2016";3050000,00;79842,93;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ленинский";"10";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6475480085
"186326037";"Помещение";"78:10:0005139";51,8;"Договор купли-продажи";"08.2016";"08.2016";752000,00;14517,37;;"Жилое помещение";;;;"Ипотека";31,6;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Бестужевская";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6475480087
"88114037";"Помещение";"78:10:0005172";718,6;"Договор купли-продажи";"12.2013";"08.2016";34000000,00;47314,22;;"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;;"Кондратьевский";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6475480088
"1532000";"Помещение";"78:10:0005219";31,1;"Договор купли-продажи";"08.2016";"08.2016";2960000,00;95176,85;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Бутлерова";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6475480110
"141232036";"Помещение";"78:13:0007318";76,4;"Договор купли-продажи";"08.2016";"08.2016";900000,00;11780,10;"24/41";"Жилое помещение";;;;"Ипотека";41,2;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Боровая";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6475480119
"100262038";"Помещение";"78:34:0410903";64,7;"Договор купли-продажи";"07.2016";"08.2016";1425917,00;22038,90;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40270564000";"Г.Санкт-Петербург";;;;"Серебристый";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6475480123
"65450035";"Помещение";"78:40:0008307";68,2;"Договор купли-продажи";"08.2016";"08.2016";1650000,00;24193,55;"1/2";"Жилое помещение";;;;"Ипотека";43,4;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ленинский";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6475480129
"165820035";"Помещение";"78:40:0008472";25,4;"Договор купли-продажи";"08.2016";"08.2016";1900000,00;74803,15;;"Жилое помещение";;;;"Ипотека";13;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Пограничника Гарькавого";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6475480135
"67857033";"Помещение";"78:06:0002208";1177;"Договор купли-продажи";"11.2013";"08.2016";9046153,88;7685,77;;"Нежилое помещение";;;;"Ипотека";;"Торговое";"40000000000";"Г.Санкт-Петербург";;;;"Малый В.О.";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6475480139
"121267041";"Помещение";"78:15:0840301";48,9;"Договор купли-продажи";"08.2016";"08.2016";1250000,00;25562,37;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Трамвайный";"1";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6475480141
"132958034";"Помещение";"78:14:0007646";60,6;"Договор купли-продажи";"08.2016";"08.2016";2700000,00;44554,46;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Витебский";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480142
"133838036";"Помещение";"78:13:0007408";28,4;"Договор купли-продажи";"08.2016";"08.2016";2000000,00;70422,54;;"Жилое помещение";;;;"Ипотека";15;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Белградская";"9";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480150
"10483755038";"Здание";"78:34:0004346";279;"Договор купли-продажи";"08.2016";"08.2016";35200000,00;126164,87;;"Жилое помещение";;"2";"подвал";"Ипотека";;"жилой дом";"40000000000";"Г.Санкт-Петербург";;;;;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6475480151
"10158034006";"Помещение";"78:42:0015106";40,9;"Договор купли-продажи";"08.2016";"08.2016";770000,00;18826,41;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";"Пушкинская";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6475480152
"122265040";"Помещение";"78:12:0007117";106,1;"Договор купли-продажи";"08.2016";"08.2016";1930000,00;18190,39;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6475480153
"10716145034";"Помещение";"78:14:0007691";54,8;"Договор купли-продажи";"07.2016";"08.2016";488000,00;8905,11;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Дунайский";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6475480162
"132958034";"Помещение";"78:14:0007646";60,6;"Договор купли-продажи";"08.2016";"08.2016";2700000,00;44554,46;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Витебский";"8";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480164
"113388042";"Помещение";"78:31:0001696";131,9;"Договор купли-продажи";"08.2016";"08.2016";475000,00;3601,21;"17/83";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Марата";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480170
"10545878038";"Помещение";"78:34:0004153";68,7;"Договор купли-продажи";"11.2013";"08.2016";2500000,00;36390,10;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Камышовая";"5";3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6475480175
"11526000";"Помещение";"78:15:0843402";128,6;"Договор купли-продажи";"08.2016";"08.2016";5150000,00;40046,66;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Маршала Жукова";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6475480215
"10655215033";"Помещение";"78:06:0002089";4361,2;"Договор купли-продажи";"06.2016";"08.2016";1820000,00;417,32;"1/132";"Нежилое помещение";;;;"Ипотека";;"Нежилое помещение";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Беринга";"1, этаж подвальный";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6475480219
"96317040";"Помещение";"78:12:0006301";31,2;"Договор купли-продажи";"07.2016";"08.2016";2240000,00;71794,87;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Крыленко";"8";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480232
"97910000";"Помещение";"78:10:0005219";32,9;"Договор купли-продажи";"08.2016";"08.2016";1785000,00;54255,32;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Бутлерова";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480238
"11396825039";"Помещение";"78:36:0000000";36,5;"Договор купли-продажи";"07.2016";"08.2016";1277000,00;34986,30;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Парголово";;"20";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480241
"78393031";"Помещение";"78:07:0003011";61,6;"Договор купли-продажи";"08.2016";"08.2016";5200000,00;84415,58;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40288563000";"Г.Санкт-Петербург";;;;"Куйбышева";"6";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480264
"10189713006";"Помещение";"78:42:0018304";60,5;"Договор купли-продажи";"08.2016";"08.2016";850000,00;14049,59;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";"Ростовская (Славянка)";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480265
"10189713006";"Помещение";"78:42:0018304";60,5;"Договор купли-продажи";"08.2016";"08.2016";850000,00;14049,59;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40294559000";"Г.Санкт-Петербург";;;"Шушары";"Ростовская (Славянка)";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480267
"10348491041";"Помещение";"78:15:0000000";79,9;"Договор купли-продажи";"08.2016";"08.2016";5500000,00;68836,05;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40276565000";"Г.Санкт-Петербург";;;;"Гладкова";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6475480282
"58351031";"Помещение";"78:07:0003082";132,5;"Договор купли-продажи";"08.2016";"08.2016";1456000,00;10988,68;"211/819";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Большой П.С.";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6475480290
"115380000";"Помещение";"78:11:0005608";62,7;"Договор купли-продажи";"07.2016";"08.2016";2200000,00;35087,72;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"17";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480291
"53220032";"Помещение";"78:11:0006111";33,4;"Договор купли-продажи";"08.2016";"08.2016";438160,00;13118,56;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Энтузиастов";"11";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6475480310
"94593032";"Помещение";"78:11:0006106";57,9;"Договор купли-продажи";"08.2016";"08.2016";2660000,00;45941,28;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40278564000";"Г.Санкт-Петербург";;;;"Ленская";"12";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480331
"94248000";"Помещение";"78:38:0011501";38,8;"Договор купли-продажи";"08.2016";"08.2016";1600000,00;41237,11;"1/2";"Жилое помещение";;;;"Ипотека";;"квартира";"40281520000";"Г.Санкт-Петербург";;"Сестрорецк";;"Николая Соколова";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480339
"42753034";"Помещение";"78:14:0007646";30,6;"Договор купли-продажи";"08.2016";"08.2016";2050000,00;66993,46;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Космонавтов";"2";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480340
"10940312039";"Помещение";"78:36:0013382";77,7;"Договор купли-продажи";"08.2016";"08.2016";2800000,00;36036,04;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Парголово";;"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480345
"53360032";"Помещение";"78:11:0006111";33,1;"Договор купли-продажи";"07.2016";"08.2016";1260000,00;38066,47;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Энтузиастов";"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480347
"65323033";"Помещение";"78:06:0002082";53,1;"Договор купли-продажи";"08.2016";"08.2016";2296000,00;43239,17;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"19-я В.О.";"1";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480349
"191128000";"Помещение";"78:34:0004366";59,7;"Договор купли-продажи";"08.2016";"08.2016";1700000,00;28475,71;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480366
"159494040";"Помещение";"78:12:0006342";45,4;"Договор купли-продажи";"08.2016";"08.2016";433026,00;9538,02;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;"Ленинград";"Большевиков";"4";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6475480368
"124201036";"Помещение";"78:13:0007438";71,1;"Договор купли-продажи";"08.2016";"08.2016";1900000,00;26722,93;;"Жилое помещение";;;;"Ипотека";28,2;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Ярослава Гашека";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6475480382
"290941000";"Помещение";"78:14:0007517";100,7;"Договор купли-продажи";"08.2016";"08.2016";2762232,00;27430,31;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40284561000";"Г.Санкт-Петербург";;;;"Заставская";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480395
"50967002";"Помещение";"78:37:0017117";38,7;"Договор купли-продажи";"08.2016";"08.2016";1147000,00;29638,24;"11/28";"Жилое помещение";;;;"Ипотека";;"Квартира";"40277501000";"Г.Санкт-Петербург";;"Колпино";;"Московская";"7";5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6475480399
"207813037";"Помещение";"78:10:0005224";42,1;"Договор купли-продажи";"08.2016";"08.2016";1700000,00;40380,05;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Карпинского";"16";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480406
"290941000";"Помещение";"78:14:0007517";100,7;"Договор купли-продажи";"08.2016";"08.2016";2762232,00;27430,31;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40284561000";"Г.Санкт-Петербург";;;;"Заставская";"2";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480412
"124146040";"Помещение";"78:12:0006357";33,4;"Договор купли-продажи";"08.2016";"08.2016";1900000,00;56886,23;"1/2";"Жилое помещение";;;;"Ипотека";18,2;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"9";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6475480419
"147853036";"Помещение";"78:13:0007410";44,8;"Договор купли-продажи";"08.2016";"08.2016";2700000,00;60267,86;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Будапештская";"3";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480426
"219579000";"Помещение";"78:06:0002059";49,4;"Договор купли-продажи";"08.2016";"08.2016";3070000,00;62145,75;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Реки Смоленки";"10";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480439
"100384042";"Помещение";"78:31:0001203";43,9;"Договор купли-продажи";"08.2016";"08.2016";3000000,00;68337,13;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40298564000";"Г.Санкт-Петербург";;;;"Калужский";"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6475480440
"58915033";"Помещение";"78:06:0002044";94,1;"Договор купли-продажи";"08.2016";"08.2016";960000,00;10201,91;"19/66";"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"11-я В.О.";"5";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6475480448
"198090000";"Помещение";"78:32:0007503";29,8;"Договор купли-продажи";"07.2016";"08.2016";2500000,00;83892,62;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40262565000";"Г.Санкт-Петербург";;;;"Красуцкого";"3";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480452
"81409033";"Помещение";"78:06:0002201";59,2;"Договор купли-продажи";"07.2016";"08.2016";3250000,00;54898,65;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;"Нахимова";"5";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6475480454
"10950530039";"Помещение";"78:36:0013101";58;"Договор купли-продажи";"08.2016";"08.2016";2950000,00;50862,07;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40265558000";"Г.Санкт-Петербург";;;"Парголово";"Михаила Дудина";"19";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6475480459
"11116999038";"Помещение";"78:34:0415902";44,1;"Договор купли-продажи";"08.2016";"08.2016";2450000,00;55555,56;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40270562000";"Г.Санкт-Петербург";;;;"Лыжный";"20";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6475480461
"117519032";"Помещение";"78:11:0611402";45,4;"Договор купли-продажи";"08.2016";"08.2016";2787664,00;61402,29;"1/2";"Жилое помещение";;;;"Ипотека";;"Квартира";"40278565000";"Г.Санкт-Петербург";;;;"Отечественная";"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6475480466
"333847000";"Помещение";"78:40:0008339";24,3;"Договор купли-продажи";"08.2016";"08.2016";2200000,00;90534,98;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"11";1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480484
"326513000";"Помещение";"78:31:0151502";37,5;"Договор купли-продажи";"08.2016";"08.2016";1996000,00;53226,67;;"Жилое помещение";;;;"Ипотека";;"Квартира";"40000000000";"Г.Санкт-Петербург";;;;;"4";2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2016";"Не указан";"Не указан";"Сделка";6475480499
